# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-a" "Saccharomyces_cerevisiae.R64-1-1.gtf" "-o" "gene_counts.txt" "SRR636637_sorted.bam" "SRR636636_sorted.bam" "SRR636635_sorted.bam" "SRR636633_sorted.bam" "SRR636638_sorted.bam" "SRR636634_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR636637_sorted.bam	SRR636636_sorted.bam	SRR636635_sorted.bam	SRR636633_sorted.bam	SRR636638_sorted.bam	SRR636634_sorted.bam
YOL051W	XV	234940	238185	+	3246	1347	1300	1095	1126	1155	1043
YOR091W	XV	493433	494470	+	1038	250	224	1209	1789	308	1442
YOR079C	XV	473475	474416	-	942	1365	2314	950	1111	1062	794
YOL022C	XV	280272	281498	-	1227	418	490	1593	2021	487	1601
YOR278W	XV	842817	843644	+	828	340	434	283	315	330	277
YOR024W	XV	377847	378170	+	324	15	16	2	2	8	2
YOL148C	XV	45760	47574	-	1815	861	869	364	475	850	424
YOL078W	XV	181682	185212	+	3531	469	514	460	653	463	449
tP(UGG)O3	XV;XV	980683;980752	980718;980787	+;+	72	1	2	6	0	3	2
YOR089C	XV	490196	490828	-	633	1164	973	641	881	1350	721
YOL098C	XV	132725	135838	-	3114	4304	5010	3911	3722	3437	3407
YOR171C	XV	652010	653884	-	1875	1489	1930	848	1031	1367	915
YOL089C	XV	150398	153490	-	3093	629	659	489	550	618	492
YOL150C	XV	44473	44784	-	312	74	50	2	4	31	2
YOR095C	XV	503552	504328	-	777	128	132	2926	3462	144	2556
YOL146W	XV	48864	49448	+	585	267	99	227	286	220	240
YOR224C	XV	760825	761265	-	441	803	665	3433	3165	755	3403
YOR302W	XV	882765	882842	+	78	373	195	186	172	384	196
YOR286W	XV	850280	850729	+	450	1016	1672	763	865	847	755
YOR046C	XV	414459	415907	-	1449	1566	1581	2313	2690	1575	2402
tG(CCC)O	XV	594354	594425	-	72	2	3	2	1	5	1
YOR388C	XV	1071793	1072923	-	1131	5	11	3	3	6	2
YOR228C	XV	766869	767777	-	909	693	696	181	220	697	212
YOL112W	XV	106710	108188	+	1479	799	876	581	742	781	628
YOR141C	XV	589942	592587	-	2646	1269	1367	790	988	1294	821
YOL131W	XV	73031	73357	+	327	14	49	4	5	14	3
YOR049C	XV	422668	423732	-	1065	431	334	233	299	331	257
YOL143C	XV	54595	55104	-	510	2905	3418	3681	3778	3047	2957
YOR172W	XV	654210	656570	+	2361	1019	901	479	549	1008	540
YOR149C	XV	609838	611388	-	1551	1113	1322	1190	1126	816	1044
YOL164W	XV	6175	8115	+	1941	955	1039	614	593	774	545
YOR011W	XV	349679	353863	+	4185	528	631	1402	1390	396	1105
YOR071C	XV	459480	461276	-	1797	1530	1913	1283	1139	1368	1062
YOR022C	XV	373710	375857	-	2148	1906	1606	275	341	1874	298
YOR125C	XV	559030	559731	-	702	824	1107	388	451	833	464
YOL141W	XV	56452	58539	+	2088	58	52	423	422	51	412
YOR101W	XV	515244	516173	+	930	294	450	1674	1886	195	1480
YOR263C	XV	818757	819164	-	408	1	1	4	5	6	6
YOR383C	XV	1060441	1061055	-	615	3931	9714	2837	3933	2793	2069
YOR056C	XV	430247	431626	-	1380	302	322	1386	1846	356	1321
YOL075C	XV	189658	193542	-	3885	860	1047	896	927	715	823
YOR073W-A	XV	467390	467623	+	234	0	0	1	0	0	0
YOR246C	XV	795801	796793	-	993	1307	1607	2651	2494	1077	2180
YOR042W	XV	408425	409660	+	1236	2018	3240	644	708	2176	537
YOR236W	XV	780906	781541	+	636	200	292	437	563	233	379
YOR183W	XV	678872	679261	+	390	7	5	5	6	5	11
YOR176W	XV	662401	663582	+	1182	1185	923	1416	1344	1485	1219
YOR238W	XV	783677	784588	+	912	315	229	281	352	300	297
YOR367W	XV	1026007	1026609	+	603	602	917	373	521	517	440
YOR297C	XV	874743	875321	-	579	417	467	549	490	371	466
YOR310C	XV	896825	898360	-	1536	582	126	8816	7929	514	8306
YOR063W	XV	444686	445849	+	1164	47844	41744	116302	115051	63798	97588
YOR189W	XV	689624	689974	+	351	545	489	229	349	569	282
YOL129W	XV	77560	78114	+	555	6612	9206	2415	2374	5403	2042
YOR280C	XV	844992	845792	-	801	809	1180	392	526	769	419
YOR037W	XV	401555	402655	+	1101	630	471	204	242	601	306
YOR090C	XV	491123	492841	-	1719	1676	2313	1132	1095	1500	1001
YOR313C	XV	901858	902874	-	1017	8	3	41	47	11	78
YOL032W	XV	265429	266169	+	741	1584	1071	138	137	2536	151
YOR158W	XV	632164	633120	+	957	823	454	369	486	747	396
YOR162C	XV	639560	641992	-	2433	2560	3105	507	612	2392	474
YOL092W	XV	144204	145130	+	927	1235	1179	4882	4671	982	4216
YOL061W	XV	212244	213734	+	1491	3081	3446	6048	6171	2560	5679
YOR232W	XV	774573	775259	+	687	1746	2180	1832	2513	1719	1899
YOR219C	XV	752214	755009	-	2796	1699	1999	1060	981	1506	1053
YOR182C	XV;XV	678191;678791	678379;678793	-;-	192	980	564	4342	5977	1432	4805
YOL099C	XV	132017	132508	-	492	12	8	10	17	8	12
YOR294W	XV	868340	868951	+	612	83	82	1415	1895	58	1339
YOR288C	XV	852121	853077	-	957	779	1070	530	500	729	459
YOR110W	XV	528941	530248	+	1308	1110	1450	502	551	1013	498
YOR040W	XV	407064	407921	+	858	558	706	140	165	467	147
YOL083W	XV	165714	166952	+	1239	812	1294	59	68	535	81
YOL136C	XV	67561	68754	-	1194	1268	1587	1408	1515	1053	1506
YOL130W	XV	74400	76979	+	2580	1272	1325	2825	3094	1318	2724
YOL021C	XV	282421	285426	-	3006	1347	641	1781	1698	1065	2153
YOR282W	XV	847000	847320	+	321	1	1	1	2	1	1
YOL077W-A	XV	185438	185644	+	207	374	96	305	348	360	320
YOR319W	XV	912822	913463	+	642	339	357	322	438	288	339
YOR030W	XV	386825	388684	+	1860	647	653	731	603	641	521
YOR291W	XV	861175	865593	+	4419	1462	1470	1404	1444	1184	1252
YOL077C	XV	185848	186723	-	876	178	142	2545	3284	270	2677
YOR390W	XV	1076784	1077911	+	1128	27	24	120	126	36	110
YOL052C-A	XV	231570	231755	-	186	9537	8026	47	52	10068	37
YOR123C	XV	553176	554570	-	1395	1551	602	629	919	1682	904
YOR013W	XV	356751	357221	+	471	75	78	81	91	66	82
YOR249C	XV	798674	800731	-	2058	614	540	339	377	602	330
YOR362C	XV	1017880	1018746	-	867	6755	8427	2843	3266	5992	2723
YOL058W	XV	219211	220473	+	1263	2186	2101	1177	1093	1803	1141
YOR143C	XV	601383	602342	-	960	289	252	335	435	299	374
YOR347C	XV	984942	986462	-	1521	1497	2264	194	188	1447	140
YOL157C	XV	22525	24294	-	1770	139	205	49	86	195	59
YOL057W	XV	220767	222902	+	2136	3746	4602	2764	2635	3146	2487
YOR321W	XV	916030	918291	+	2262	2130	3233	1703	1697	1553	1430
YOR015W	XV	359993	360352	+	360	723	786	504	485	629	426
YOR111W	XV	530429	531127	+	699	599	765	217	277	616	239
YOL008W	XV	310312	310935	+	624	629	881	303	349	648	260
YOR279C	XV	843698	844630	-	933	181	93	90	155	236	128
YOR394C-A	XV	1084202	1084369	-	168	1	4	4	2	1	0
YOR180C	XV	674352	675167	-	816	130	178	187	209	121	200
YOL055C	XV	224420	226075	-	1656	1031	712	400	393	966	427
snR5	XV	842403	842606	+	204	73	40	29	38	52	31
YOL139C	XV	60383	61024	-	642	2701	3544	6456	8514	2933	6458
YOR287C	XV	850937	851839	-	903	38	5	115	124	29	356
YOR198C	XV	718653	720065	-	1413	4637	3868	3991	4917	4642	4113
YOR053W	XV	427817	428158	+	342	2	5	2	4	6	1
YOL054W	XV	228614	229834	+	1221	325	431	370	421	298	331
YOR012W	XV	356543	356956	+	414	61	59	116	79	62	78
YOL118C	XV	96608	96916	-	309	727	1153	93	140	551	102
YOR034C	XV	394837	397086	-	2250	513	774	1719	1697	386	1543
YOR374W	XV	1039840	1041399	+	1560	2295	3765	557	434	2137	597
YOR018W	XV	364369	366882	+	2514	3195	2930	433	423	2907	398
YOL084W	XV	162356	165331	+	2976	373	380	66	44	339	55
YOR314W	XV	903043	903372	+	330	0	0	10	5	0	16
YOR050C	XV	424270	424617	-	348	93	131	61	87	73	68
YOR391C	XV	1078545	1079258	-	714	1	8	0	1	3	0
YOR327C	XV	930734	931081	-	348	999	868	584	785	1049	669
YOR352W	XV	997213	998244	+	1032	737	769	193	225	752	216
YOR348C	XV	986899	988782	-	1884	45	91	39	62	22	36
YOL115W	XV	101475	103229	+	1755	371	331	584	747	305	579
YOR066W	XV	449436	451325	+	1890	380	445	633	609	385	524
YOR072W-A	XV	461791	462039	+	249	10	22	11	22	14	4
YOL096C	XV	138107	139045	-	939	664	1037	170	287	745	179
tM(CAU)O2	XV	976421	976493	+	73	1	0	0	2	0	1
YOR020C	XV	370524	370844	-	321	6884	7188	2946	3308	7803	2868
YOR133W	XV	575098	577626	+	2529	3989	4922	9509	9268	4061	7842
YOR356W	XV	1007221	1009116	+	1896	412	321	983	970	406	829
YOR208W	XV	733925	736177	+	2253	941	846	345	373	818	385
YOR357C	XV	1009224	1009712	-	489	825	520	218	359	817	346
YOR277C	XV	841515	841823	-	309	3	11	11	16	1	10
YOR276W	XV	841333	841818	+	486	352	448	913	1139	397	894
YOR247W	XV	797676	798308	+	633	3741	3874	9146	7000	3360	6808
snR50	XV	259489	259578	+	90	36	31	17	19	28	22
YOL047C	XV;XV	241614;242505	242441;242747	-;-	1071	307	474	34	36	249	30
YOR221C	XV	756476	757558	-	1083	2124	2385	571	522	1884	575
YOR344C	XV	977194	978069	-	876	542	69	904	937	860	1180
YOR269W	XV	826385	827869	+	1485	455	476	509	596	510	395
YOR152C	XV	617518	618288	-	771	630	665	316	249	470	323
YOR103C	XV	516449	516841	-	393	143	125	98	101	122	99
YOR377W	XV	1046226	1047803	+	1578	948	1027	1185	1417	988	1177
YOR129C	XV	566877	569558	-	2682	235	281	537	530	197	480
YOL038C-A	XV	254926	255021	-	96	66	3	9	21	47	12
YOR156C	XV	628360	630540	-	2181	494	588	328	488	351	343
YOR329C	XV	936731	939349	-	2619	1778	2234	757	859	1403	831
YOR351C	XV	995018	996511	-	1494	98	103	127	85	55	96
YOL040C	XV	253149	253577	-	429	4660	3035	32005	32442	7118	25673
YOL159C-A	XV	15233	15505	-	273	139	128	70	73	115	111
YOR051C	XV	424846	426084	-	1239	921	785	2033	2745	1132	2171
YOR003W	XV	331455	332891	+	1437	569	759	239	301	461	215
YOR064C	XV	446079	446738	-	660	303	380	262	263	290	269
YOR073W	XV	464771	466543	+	1773	138	83	418	586	122	409
YOR201C	XV	720470	721708	-	1239	435	343	448	506	445	432
YOR065W	XV	447439	448368	+	930	912	401	449	478	924	407
YOR186W	XV	683111	683545	+	435	7	24	4	9	9	5
YOR045W	XV	413852	414037	+	186	762	997	1013	1226	613	862
YOL018C	XV	290881	292074	-	1194	1116	865	396	401	1042	349
YOL133W	XV	70325	70690	+	366	446	789	159	202	372	133
YOR087W	XV	487707	489734	+	2028	2276	1881	1298	1322	1923	1161
YOL028C	XV	270633	271370	-	738	1365	993	318	423	1478	348
YOL086C	XV	159548	160594	-	1047	258246	308228	225921	245284	242247	213403
YOL108C	XV	111431	111886	-	456	208	173	78	130	247	99
YOL023W	XV	278056	280086	+	2031	392	314	185	218	327	216
YOR011W-A	XV	355652	355858	+	207	2	3	3	1	6	6
YOR165W	XV	644566	646896	+	2331	1741	2016	2180	2461	1494	2107
YOL068C	XV	200368	201879	-	1512	1500	1087	1255	1440	1460	1251
YOR138C	XV	584309	586324	-	2016	1658	2640	662	859	1324	646
YOR016C	XV	360461	361084	-	624	1133	1190	1525	1480	935	1359
YOL121C	XV;XV	92026;92831	92440;92850	-;-	435	1687	925	11505	11785	2114	11022
YOL126C	XV	81787	82920	-	1134	1499	672	2318	2548	1390	2713
YOR235W	XV	779870	780184	+	315	2	6	1	2	4	1
YOR080W	XV	474594	476792	+	2199	563	598	417	614	551	475
YOR169C	XV	651376	651840	-	465	5	3	19	37	4	25
YOR028C	XV	383533	384420	-	888	1776	685	143	120	2724	142
YOR225W	XV	761392	761721	+	330	647	469	78	82	576	86
YOR108C-A	XV	524605	524814	-	210	0	0	0	0	0	0
YOR109W	XV	525278	528601	+	3324	2445	3240	1787	1968	2083	1700
YOL093W	XV	142815	143696	+	882	229	280	550	858	251	593
YOR147W	XV	606607	608475	+	1869	625	260	433	457	641	464
YOR218C	XV	751476	751895	-	420	6	7	7	10	1	2
YOR254C	XV	805032	807023	-	1992	2567	2091	4705	4486	2453	4374
YOL080C	XV	180558	181427	-	870	47	21	311	491	27	367
YOR161W-B	XV	637975	638235	+	261	0	0	0	0	0	0
tY(GUA)O	XV;XV	288192;288245	288230;288280	+;+	75	0	0	0	0	0	0
YOR136W	XV	580250	581359	+	1110	25647	25094	2354	2727	19111	3020
tR(ACG)O	XV	340299	340371	-	73	0	0	0	0	0	0
YOR192C-C	XV	703988	704224	-	237	5	14	15	15	8	6
YOR205C	XV	725564	727234	-	1671	262	188	415	431	234	430
YOR200W	XV	720417	720815	+	399	0	0	0	0	0	0
YOR305W	XV	889022	889750	+	729	375	170	347	483	371	422
YOR195W	XV	712866	715331	+	2466	478	31	427	504	459	578
YOL123W	XV	87844	89448	+	1605	1789	2196	2618	3131	1186	2695
YOR097C	XV	506978	507505	-	528	627	602	212	262	511	222
YOL083C-A	XV	166461	166601	-	141	0	0	0	0	0	0
YOL086W-A	XV	159173	159445	+	273	388	657	142	228	380	157
YOR337W	XV	954344	956623	+	2280	387	258	810	800	316	816
YOL100W	XV	129237	132482	+	3246	1184	1224	405	536	1143	459
YOR289W	XV	853357	854112	+	756	805	865	78	106	671	78
YOR255W	XV	807271	808107	+	837	3	2	5	0	4	0
YOR304W	XV	884514	887876	+	3363	999	497	872	1239	976	983
YOL163W	XV	9597	10106	+	510	115	184	34	38	88	39
YOR077W	XV	471899	472597	+	699	109	50	47	73	130	95
YOR074C	XV	466675	467589	-	915	503	489	371	390	424	345
YOR117W	XV	545029	546333	+	1305	6011	8010	2760	2815	5220	2628
YOR055W	XV	429478	429912	+	435	13	7	1	1	12	2
YOL166W-A	XV	585	740	+	156	0	0	0	0	0	0
YOL066C	XV	202696	204471	-	1776	608	555	562	594	519	517
YOR396W	XV	1085473	1090863	+	5391	5	7	2	6	1	3
YOR161C-C	XV	639121	639267	-	147	28	29	11	14	24	9
tV(AAC)O	XV	663812	663885	-	74	0	2	3	4	1	2
YOR151C	XV	612997	616671	-	3675	5072	3505	4858	5575	4602	4772
YOR187W	XV	684030	685343	+	1314	5708	9347	4866	4692	4523	4121
YOL001W	XV	325249	326130	+	882	611	736	530	546	468	472
YOR005C	XV	334509	337343	-	2835	810	1001	371	434	781	349
YOR199W	XV	720181	720510	+	330	43	30	49	81	34	68
YOR355W	XV	1005137	1006705	+	1569	793	461	3365	2860	510	3250
YOR290C	XV	855147	860258	-	5112	1964	2317	2051	2103	1903	1554
YOR396C-A	XV	1090015	1090497	-	483	0	0	0	0	0	0
YOR047C	XV	416347	417681	-	1335	538	483	564	710	504	599
YOL014W	XV	299693	300067	+	375	218	231	461	443	266	897
YOR244W	XV	792531	793868	+	1338	737	441	267	419	717	380
YOL102C	XV	125997	126689	-	693	375	244	395	537	333	428
YOL060C	XV	214017	216137	-	2121	3099	2931	1546	1446	2521	1290
YOL041C	XV	251267	252646	-	1380	271	189	1812	2648	271	1973
YOL116W	XV	99809	100957	+	1149	850	950	288	382	855	303
YOR353C	XV	998453	1000828	-	2376	650	831	482	602	572	487
YOR299W	XV	878435	880675	+	2241	1565	1878	1131	1146	1393	1038
YOR366W	XV	1025256	1025609	+	354	3	4	1	2	0	0
tD(GUC)O	XV	571958	572029	+	72	7	2	2	6	6	6
YOR096W	XV;XV	505794;506339	505937;506767	+;+	573	4331	2331	30763	34583	5878	30503
YOR148C	XV	608640	609197	-	558	258	254	195	332	267	236
YOR301W	XV	880965	882272	+	1308	772	935	886	941	627	722
YOR257W	XV	811008	811493	+	486	692	361	167	234	841	183
YOR135C	XV	580159	580500	-	342	364	255	33	39	220	49
YOR032W-A	XV	392176	392376	+	201	22	29	18	17	8	13
YOR223W	XV	759782	760660	+	879	620	660	150	186	609	164
YOR076C	XV	469377	471620	-	2244	676	639	409	548	699	443
YOR231C-A	XV	773163	773363	-	201	0	0	0	0	0	0
YOR316C-A	XV	907726	907935	-	210	10	23	22	22	5	14
tS(GCU)O	XV;XV	274673;274729	274709;274773	+;+	82	0	0	0	0	0	0
YOR061W	XV	441534	442553	+	1020	1512	1420	1349	1739	1588	1419
YOR025W	XV	378219	379562	+	1344	235	193	613	595	184	600
YOR371C	XV	1031489	1034182	-	2694	782	857	714	713	718	606
YOL140W	XV	58759	60030	+	1272	296	246	757	769	248	676
YOL062C	XV	210520	211995	-	1476	3119	4110	1706	1941	2564	1545
YOR292C	XV	865653	866582	-	930	1537	2007	445	482	1475	373
tG(UCC)O	XV	110962	111033	-	72	0	0	0	0	2	0
YOR027W	XV	381053	382822	+	1770	15805	14193	4245	5230	21390	4042
tT(AGU)O2	XV	354041	354113	-	73	1	0	0	0	0	0
YOR142W-B	XV	595112	600380	+	5269	61	63	48	66	49	49
YOR192C-A	XV	708416	709732	-	1317	0	0	0	0	0	0
YOL103W-B	XV	118000	123268	+	5269	103	97	129	142	76	92
YOR142W-A	XV	595112	596434	+	1323	0	0	0	0	0	0
YOR192C-B	XV	704419	709732	-	5314	98	86	90	114	83	66
YOR343W-B	XV	970578	975891	+	5314	125	93	164	204	99	163
YOR343W-A	XV	970578	971894	+	1317	0	0	0	0	0	0
YOL103W-A	XV	118000	119322	+	1323	0	0	0	0	0	0
YGL087C	VII;VII	346406;346894	346808;346904	-;-	414	981	1236	328	338	784	314
YGL156W	VII	210416	213667	+	3252	1253	1074	349	310	962	318
YGL015C	VII	465043	465435	-	393	10	6	9	7	5	15
RME2	VII	141898	144120	-	2223	26	9	16	7	20	10
YGR251W	VII	995639	996229	+	591	119	110	293	449	116	297
YGR162W	VII	824059	826917	+	2859	1143	1435	8551	10458	827	7225
tK(UUU)G2	VII;VII	700953;701012	700988;701048	-;-	73	1	0	1	0	2	1
YGR005C	VII	504657	505859	-	1203	1626	1143	629	876	1730	616
YGL160W	VII	200561	202273	+	1713	1580	1865	1167	1006	1247	1003
snR46	VII	545370	545566	+	197	68	68	60	84	46	77
tD(GUC)G1	VII	531610	531681	+	72	3	1	2	3	1	1
YGL211W	VII	92512	93591	+	1080	587	700	1116	1156	509	980
YGR141W	VII	770569	771972	+	1404	1438	2094	667	682	1265	496
YGL239C	VII	49431	49745	-	315	48	27	7	10	35	10
YGL097W	VII	321782	323230	+	1449	1115	801	2220	1990	1010	2188
YGR030C	VII	545681	546157	-	477	63	45	155	219	52	172
YGR224W	VII	942806	944647	+	1842	996	1186	383	338	845	334
YGR142W	VII	772454	773686	+	1233	3257	482	307	342	8803	558
YGR186W	VII	867774	869981	+	2208	2602	2928	1358	1894	2370	1377
YGR181W	VII	858287	858604	+	318	563	678	447	480	432	400
YGL081W	VII	357377	358339	+	963	82	106	46	48	63	42
YGR082W	VII	644044	644595	+	552	1241	1911	1895	1879	894	1816
YGL028C	VII	441281	442909	-	1629	1874	1367	5603	4427	1558	5807
YGL021W	VII	454785	457067	+	2283	429	334	1391	1188	356	1363
YGL110C	VII	301537	303411	-	1875	1030	375	525	642	1098	596
YGR167W	VII	832456	833157	+	702	3807	4387	1352	1660	3533	1221
YGL017W	VII	459854	461365	+	1512	554	614	447	449	524	429
tA(UGC)G	VII	794417	794489	+	73	0	0	0	0	0	0
YGR156W	VII	800546	801823	+	1278	489	725	363	444	463	385
YGR291C	VII	1076283	1076504	-	222	0	1	1	0	0	0
YGR197C	VII	892497	894140	-	1644	1292	1189	374	377	1519	315
YGR041W	VII	577487	579130	+	1644	975	1268	1147	1107	779	1070
YGL079W	VII	359444	360100	+	657	644	575	383	426	573	383
YGL107C	VII	304333	306273	-	1941	719	886	551	671	676	575
YGL168W	VII	187464	187796	+	333	159	173	193	223	124	174
YGL228W	VII	67598	69331	+	1734	2550	2783	1848	1961	2628	1674
YGR183C	VII;VII	859063;859474	859260;859476	-;-	201	348	223	352	321	328	334
YGL050W	VII	405776	406597	+	822	333	361	502	687	300	489
YGR273C	VII	1038715	1039239	-	525	1	4	4	3	1	2
YGR086C	VII	649598	650617	-	1020	8350	12013	6116	5333	7365	5204
YGR228W	VII	949365	949709	+	345	2	1	9	2	2	9
YGL145W	VII	230243	232348	+	2106	467	138	494	568	442	625
YGR098C	VII	682566	687458	-	4893	528	676	1084	1028	476	880
YGR074W	VII	635712	636152	+	441	209	239	179	177	179	145
YGL098W	VII	317342	318079	+	738	757	648	240	287	798	252
snR7-S	VII	939494	939672	-	179	0	0	0	0	0	0
YGL096W	VII	325331	326161	+	831	282	269	140	128	290	107
YGR240C-A	VII	974577	974777	-	201	61	26	67	103	75	73
YGR172C	VII	842845	843591	-	747	1660	2399	2132	2146	1435	1717
YGR194C	VII	886073	887875	-	1803	2325	3106	253	276	2384	228
YGL026C	VII	446412	448535	-	2124	17857	21879	9211	8566	14926	7624
YGL213C	VII	90054	91247	-	1194	1040	1369	681	745	934	671
YGL248W	VII	35653	36762	+	1110	1381	1437	451	394	1313	369
YGL075C	VII	366925	368088	-	1164	205	256	192	249	163	202
YGL256W	VII	15159	16307	+	1149	1902	1351	2025	1933	1508	2112
YGL012W	VII	472855	474276	+	1422	7624	14031	13553	13353	5212	11198
YGL082W	VII	355827	356972	+	1146	1945	2256	796	954	1939	763
YGR161C	VII	808629	809420	-	792	751	518	185	181	1263	258
tW(CCA)G1	VII;VII	287350;287420	287385;287455	-;-	72	0	0	0	0	0	1
YGR274C	VII	1039895	1043095	-	3201	1137	342	649	760	1050	656
YGR031C-A	VII	546809	547300	-	492	0	0	0	0	0	0
YGL037C	VII	427297	427947	-	651	20895	29373	496	513	20059	605
YGL252C	VII	25718	27484	-	1767	5956	4316	1213	1372	5778	1291
YGL250W	VII	31910	32635	+	726	454	779	166	151	461	139
YGR260W	VII	1012485	1014089	+	1605	1470	2333	5402	5653	1321	4356
YGR159C	VII	806412	807656	-	1245	234	229	7346	8473	108	6645
YGR006W	VII	506070	506825	+	756	306	331	115	148	259	123
YGL121C	VII	280777	281157	-	381	456	818	55	37	375	61
YGL040C	VII	419527	420555	-	1029	2052	3145	2225	2368	1652	2086
YGR130C	VII	751394	753844	-	2451	4605	1952	1029	1184	4951	983
YGR021W	VII	527632	528504	+	873	273	269	97	199	286	172
YGR097W	VII	678695	682135	+	3441	2446	3582	1593	1648	2238	1340
YGL170C	VII	184153	185394	-	1242	21	10	70	75	21	50
YGL166W	VII	191129	191806	+	678	189	219	71	92	182	85
YGL104C	VII	308713	310173	-	1461	1611	2311	242	208	1254	231
YGR149W	VII	789031	790329	+	1299	1788	2398	555	580	1490	501
YGR195W	VII	888882	889622	+	741	787	748	705	871	726	864
tG(GCC)G2	VII	930953	931023	-	71	0	3	0	0	0	1
YGR250C	VII	991176	993521	-	2346	2835	2673	495	643	4259	516
YGL155W	VII	214081	215211	+	1131	829	728	881	948	784	824
YGL216W	VII	84885	87302	+	2418	520	671	615	636	455	565
YGR029W	VII;VII	543553;543722	543638;544205	+;+	570	830	999	419	622	835	430
YGL125W	VII	272520	274322	+	1803	1184	988	683	614	1147	648
YGR038W	VII	560682	561350	+	669	1268	1818	1298	1189	912	1040
YGR008C	VII	508110	508364	-	255	8145	8195	144	174	8266	159
YGR248W	VII	985972	986739	+	768	1378	2547	15	22	1416	27
YGL094C	VII	331118	334465	-	3348	2103	2408	2007	1912	1820	1879
YGR131W	VII	754726	755250	+	525	104	127	73	65	62	61
YGR163W	VII	827552	828577	+	1026	1274	1214	496	515	1248	627
YGR125W	VII	742325	745435	+	3111	1298	1480	1624	1591	1114	1331
YGR279C	VII	1048798	1049958	-	1161	9020	11701	22101	19883	9357	17318
YGL022W	VII	452404	454560	+	2157	9294	11126	10111	9413	7217	8198
tD(GUC)G2	VII	544577	544648	-	72	4	2	0	2	0	2
YGR271W	VII	1031791	1037694	+	5904	1367	1832	1173	1512	1053	1179
YGL025C	VII	448764	449957	-	1194	446	548	281	305	392	245
YGL176C	VII	171415	173079	-	1665	310	365	416	485	276	437
YGR031W	VII	546441	547469	+	1029	165	302	293	260	148	278
YGL102C	VII	311505	311933	-	429	27	18	98	140	30	114
YGR182C	VII	858551	858904	-	354	292	246	243	254	218	211
YGR025W	VII	532639	532941	+	303	126	148	141	127	119	136
YGL113W	VII	295932	297938	+	2007	258	311	371	499	244	336
YGR188C	VII	872044	875109	-	3066	146	174	279	360	152	298
YGL162W	VII	198138	199037	+	900	90	45	259	250	97	236
YGL084C	VII	350616	352298	-	1683	3299	2998	1706	1541	2481	1577
snR10	VII	345986	346230	+	245	30	16	6	11	25	8
YGL196W	VII	129883	131169	+	1287	1727	2708	806	846	1570	748
RME3	VII	33109	35013	-	1905	0	0	0	0	0	0
YGR230W	VII	951894	952307	+	414	76	131	75	86	65	72
YGR084C	VII	647123	648142	-	1020	481	432	281	338	397	352
YGL222C	VII	80659	81186	-	528	335	309	203	153	364	158
YGR166W	VII	830515	832197	+	1683	519	617	464	535	483	485
YGR122C-A	VII	735630	735758	-	129	25	18	14	11	24	7
YGR152C	VII	794674	795492	-	819	327	146	333	425	389	362
YGL210W	VII	93792	94460	+	669	493	593	376	467	374	362
YGR265W	VII	1021648	1022058	+	411	18	17	26	15	9	21
YGR157W	VII	802440	805049	+	2610	6460	6268	8126	7764	6306	6499
YGL240W	VII	48613	49365	+	753	344	327	116	133	343	132
YGR085C	VII	648383	648907	-	525	800	481	4722	5737	1194	4903
YGR237C	VII	963298	965655	-	2358	1595	1776	371	450	1712	374
YGL146C	VII	228751	229686	-	936	162	307	56	83	136	50
YGL153W	VII	216273	217298	+	1026	251	272	82	114	295	92
YGR075C	VII	636147	636875	-	729	400	447	318	307	352	323
tT(UGU)G2	VII	1004216	1004287	+	72	0	0	0	0	0	1
YGL169W	VII	186059	187339	+	1281	362	304	1317	1432	230	1348
YGR187C	VII	870232	871416	-	1185	182	116	1068	1436	168	1429
YGL167C	VII	187616	190468	-	2853	4166	4890	4182	4177	3405	3588
YGR050C	VII	592086	592442	-	357	199	187	105	103	176	100
YGR035W-A	VII	557565	557786	+	222	147	146	138	140	88	121
YGR217W	VII	924696	930815	+	6120	390	393	1214	1203	294	1083
YGR068C	VII	625324	627084	-	1761	252	329	305	377	142	319
YGR296W	VII;VII	1084864;1085031	1084882;1090591	+;+	5580	3	8	7	9	4	3
YGR177C	VII	848829	850436	-	1608	91	140	1092	1179	55	943
YGL068W	VII	375087	375671	+	585	329	552	268	370	262	311
tN(GUU)G	VII	731137	731210	+	74	0	0	0	0	2	0
YGL018C	VII	459110	459664	-	555	224	191	154	155	238	161
YGL188C	VII	149343	149516	-	174	54	78	38	55	61	72
YGR126W	VII	745835	746527	+	693	110	128	73	98	123	76
YGL065C	VII	379760	381271	-	1512	1060	1076	855	761	1013	809
YGL014W	VII	466141	468807	+	2667	1540	1628	3613	3160	1316	2925
YGL100W	VII	313234	314283	+	1050	1602	1855	1559	1595	1437	1477
YGR288W	VII	1070293	1071714	+	1422	444	627	206	233	427	228
YGL174W	VII	174545	175345	+	801	295	259	163	215	355	149
YGR211W	VII	915241	916701	+	1461	5090	2752	3277	3728	10101	3206
YGL204C	VII	111700	112005	-	306	176	308	185	225	124	150
YGR270W	VII	1027370	1031509	+	4140	2966	1991	1511	2004	2741	1580
YGR204W	VII	905934	908774	+	2841	5918	5777	9580	8300	5416	8619
YGR266W	VII	1022656	1024761	+	2106	2145	3558	868	948	1794	746
YGL070C	VII	374459	374827	-	369	451	362	582	650	422	678
